Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,New_Item_type,Outlet_Age,Item_Age,Visibility_Avg,Visibility_Ratio,Item_MRP_Log,Item_Weight_x_Item_Visibility,Item_Weight_x_Outlet_Age,MRP_x_Visibility,Visibility_x_Size,Visibility_x_Tier,Visibility_x_OutletType
DRK49,14.15,Low Fat,0.035943717,Soft Drinks,40.5138,OUT046,1997,Small,Tier 1,Supermarket Type1,446.7518,Drinks,16,1964.0,0.03595178783333334,0.999775509541535,3.726025902081248,0.50860359555,226.4,1.4562165617946001,0.035943717,0.035943717,0.035943717
FDR37,16.5,Regular,0.06619442,Breakfast,184.4292,OUT013,1987,High,Tier 3,Supermarket Type1,3101.2964,FOOD,26,1976.0,0.072604908,0.9117072361003474,5.222673138033485,1.09220793,429.0,12.208183925064,0.19858326,0.19858326,0.06619442
FDG56,13.3,Regular,0.071439051,Fruits and Vegetables,61.0536,OUT035,2004,Small,Tier 2,Supermarket Type1,1898.8616,FOOD,9,1957.0,0.07152275400000001,0.9988297011046302,4.127998527695292,0.9501393783000001,119.7,4.3616112441336,0.071439051,0.142878102,0.071439051
FDE34,9.195,Low Fat,0.108059141,Snack Foods,181.7634,OUT049,1999,Medium,Tier 1,Supermarket Type1,6179.9556,FOOD,14,1979.0,0.12020703266666667,0.8989419221390091,5.208192420155205,0.993603801495,128.73000000000002,19.641196869239398,0.216118282,0.108059141,0.108059141
FDE16,8.895,Low Fat,0.026216144,Frozen Foods,207.5954,OUT027,1985,Medium,Tier 3,Supermarket Type3,6668.6528,FOOD,28,1997.0,0.03173716185714286,0.8260393326285954,5.340396490549798,0.23319260088,249.06,5.4423509001376,0.052432288,0.078648432,0.078648432
FDT58,9.0,Low Fat,0.085938463,Snack Foods,168.6816,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.2528,FOOD,9,1955.0,0.09569693966666666,0.8980272859230655,5.13392373972635,0.773446167,81.0,14.496237440380801,0.085938463,0.171876926,0.085938463
FDR03,15.7,Regular,0.008734284,Meat,207.898,OUT035,2004,Small,Tier 2,Supermarket Type1,3095.97,FOOD,9,2010.0,0.008759817,0.9970852130815062,5.341846094557858,0.13712825879999999,141.29999999999998,1.815840175032,0.008734284,0.017468568,0.008734284
NCL30,18.1,Low Fat,0.049016517,Household,128.7336,OUT049,1999,Medium,Tier 1,Supermarket Type1,2173.1712,Non-Consumable,14,1983.0,0.04889788775,1.0024260608271367,4.865483117140086,0.8871989577000001,253.40000000000003,6.3100726928712,0.098033034,0.049016517,0.049016517
FDT22,10.395,Low Fat,0.111554381,Snack Foods,59.822,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,FOOD,28,1991.0,0.1121560608,0.9946353340541004,4.107951565628317,1.159607790495,291.06,6.673406180182,0.223108762,0.334663143,0.334663143
FDP45,15.7,Regular,0.030672457,Snack Foods,253.1724,OUT049,1999,Medium,Tier 1,Supermarket Type1,5285.1204,FOOD,14,1968.0,0.030651772799999998,1.0006748125185112,5.5380127769360925,0.4815575749,219.79999999999998,7.7654195525868,0.061344914,0.030672457,0.030672457
FDS15,9.195,Regular,0.077995641,Meat,107.1596,OUT013,1987,High,Tier 3,Supermarket Type1,2804.3496,FOOD,26,1998.0,0.08693611683333334,0.8971603959436873,4.683607914062963,0.717169918995,239.07,8.3579816913036,0.233986923,0.233986923,0.077995641
FDF16,7.3,Low Fat,0.085715273,Frozen Foods,146.6076,OUT027,1985,Medium,Tier 3,Supermarket Type3,1773.6912,FOOD,28,1997.0,0.101509481375,0.8444065700951375,4.994557401355686,0.6257214928999999,204.4,12.566510457874799,0.171430546,0.257145819,0.257145819
FDL13,13.85,Regular,0.056432784,Breakfast,234.93,OUT045,2002,Small,Tier 2,Supermarket Type1,4660.6,FOOD,11,2000.0,0.06788114414285715,0.8313469773172376,5.463535150858622,0.7815940584,152.35,13.257753945120001,0.056432784,0.112865568,0.056432784
NCV30,20.2,Low Fat,0.066200667,Household,61.451,OUT018,2009,Medium,Tier 3,Supermarket Type2,126.502,Non-Consumable,4,1983.0,0.0748336316,0.8846379039020205,4.1343822492536315,1.3372534734000001,80.8,4.068097187817,0.132401334,0.19860200100000003,0.132401334
FDG33,5.365,Regular,0.2262488690400001,Seafood,172.2764,OUT019,1985,Small,Tier 1,Grocery Store,171.7764,FOOD,28,1980.0,0.15754646170800002,1.4360771202804579,5.154888007413596,1.2138251823996007,150.22,38.97734066228267,0.2262488690400001,0.2262488690400001,0.0
FDO10,13.65,Regular,0.0127517,Snack Foods,55.5588,OUT046,1997,Small,Tier 1,Supermarket Type1,1603.2464,FOOD,16,2003.0,0.014183264833333334,0.8990666218141193,4.0352808049558915,0.174060705,218.4,0.70846914996,0.0127517,0.0127517,0.0127517
FDQ03,15.0,Regular,0.077949334,Meat,238.7248,OUT013,1987,High,Tier 3,Supermarket Type1,2133.2232,FOOD,26,2010.0,0.09267855,0.8410720064135659,5.479491598750107,1.16924001,390.0,18.608439169283198,0.233848002,0.233848002,0.077949334
NCC55,10.695,Low Fat,0.064022881,Household,36.0848,OUT018,2009,Medium,Tier 3,Supermarket Type2,372.848,Non-Consumable,4,1958.0,0.0638869805,1.0021272018013123,3.613207182157935,0.6847247122950001,42.78,2.3102528563088,0.128045762,0.192068643,0.128045762
FDD52,18.25,Regular,0.182407266,Dairy,109.157,OUT027,1985,Medium,Tier 3,Supermarket Type3,1867.569,FOOD,28,1961.0,0.1832876853333333,0.9951965167123359,4.701906620934103,3.3289326045000003,511.0,19.911029934762002,0.364814532,0.547221798,0.547221798
FDI16,14.0,Regular,0.136328794,Frozen Foods,54.864,OUT018,2009,Medium,Tier 3,Supermarket Type2,319.584,FOOD,4,1997.0,0.15386058294000002,0.8860540587784153,4.022920165543734,1.908603116,56.0,7.479542954016,0.272657588,0.40898638200000004,0.272657588
FDB44,6.655,Low Fat,0.016958832,Fruits and Vegetables,210.0586,OUT046,1997,Small,Tier 1,Supermarket Type1,4221.172,FOOD,16,1969.0,0.016943371000000002,1.0009125102672896,5.352135820036068,0.11286102696,106.48,3.5623485075552,0.016958832,0.016958832,0.016958832
FDA25,16.5,Regular,0.068125756,Canned,101.199,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99,FOOD,16,1988.0,0.068283384,0.997691561390689,4.626921892985921,1.124074974,264.0,6.894258381444,0.068125756,0.068125756,0.068125756
FDV33,9.6,Regular,0.02734361,Snack Foods,257.8304,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.3128,FOOD,16,1980.0,0.02739594825,0.998089562386292,5.556173020952357,0.262498656,153.6,7.050013903744,0.02734361,0.02734361,0.02734361
FDX47,6.55,Regular,0.034658144,Breads,155.8288,OUT049,1999,Medium,Tier 1,Supermarket Type1,1099.9016,FOOD,14,1966.0,0.03834398957142857,0.9038742287220154,5.055154764519789,0.2270108432,91.7,5.4007369897472,0.069316288,0.034658144,0.034658144
FDO50,16.25,Low Fat,0.07808822574999999,Canned,89.8804,OUT017,2007,Small,Tier 2,Supermarket Type1,1102.5648,FOOD,6,1963.0,0.07808822575,0.9999999999999998,4.509544356371606,1.2689336684374999,97.5,7.018600965700299,0.07808822574999999,0.15617645149999998,0.07808822574999999
FDV57,15.25,Regular,0.065841719,Snack Foods,179.866,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49,FOOD,26,1956.0,0.0659168052,0.9988608944293922,5.197756425593423,1.00408621475,396.5,11.842686629654002,0.197525157,0.197525157,0.065841719
FDB02,9.695,Regular,0.029158763,Canned,174.537,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.059,FOOD,9,2011.0,0.0291656648,0.9997633587285828,5.167849846896024,0.282694207285,87.255,5.089283017731001,0.029158763,0.058317526,0.029158763
FDD16,20.5,Low Fat,0.063649582,Frozen Foods,74.7696,OUT019,1985,Small,Tier 1,Grocery Store,74.5696,FOOD,28,1997.0,0.0492991345,1.2910892380879424,4.327697156795125,1.3048164309999999,574.0,4.7590537863071996,0.063649582,0.063649582,0.0
FDX02,16.0,Low Fat,0.05706009,Dairy,225.0404,OUT046,1997,Small,Tier 1,Supermarket Type1,4950.8888,FOOD,16,2011.0,0.0571036315,0.9992375003330567,5.420713744358378,0.91296144,256.0,12.840825477636,0.05706009,0.05706009,0.05706009
FDP11,15.85,Low Fat,0.11566015,Breads,218.3166,OUT010,1998,Small,Tier 3,Grocery Store,435.4332,FOOD,15,2002.0,0.08142192250000001,1.4205037961367222,5.390516347953527,1.8332133775,237.75,25.25053070349,0.11566015,0.34698045,0.0
FDH32,12.8,Low Fat,0.075691713,Fruits and Vegetables,98.241,OUT027,1985,Medium,Tier 3,Supermarket Type3,2220.443,FOOD,28,1981.0,0.07606305166666667,0.9951180151396763,4.597551235354855,0.9688539264,358.40000000000003,7.436029576833,0.151383426,0.22707513899999998,0.22707513899999998
NCL18,18.85,Low Fat,0.167844438,Household,193.9136,OUT049,1999,Medium,Tier 1,Supermarket Type1,3110.6176,Non-Consumable,14,1995.0,0.17621031414857144,0.9525233458155137,5.272556383453086,3.1638676563000003,263.90000000000003,32.5473192125568,0.335688876,0.167844438,0.167844438
FDT12,6.215,Regular,0.049722335,Baking Goods,224.5062,OUT045,2002,Small,Tier 2,Supermarket Type1,4514.124,FOOD,11,2001.0,0.05444123214285714,0.9133212648370179,5.41834765302153,0.30902431202499997,68.365,11.162972485977,0.049722335,0.09944467,0.049722335
FDD50,18.85,Low Fat,0.14095631,Canned,167.7132,OUT027,1985,Medium,Tier 3,Supermarket Type3,3889.6036,FOOD,28,1963.0,0.14175190885714287,0.9943873852313011,5.128200231896956,2.6570264435000004,527.8000000000001,23.640233810292,0.28191262,0.42286893000000003,0.42286893000000003
NCU05,11.8,Low Fat,0.058827557,Health and Hygiene,80.8618,OUT049,1999,Medium,Tier 1,Supermarket Type1,1288.9888,Non-Consumable,14,2008.0,0.06535796249999999,0.9000824803863801,4.405032459583808,0.6941651726000001,165.20000000000002,4.756902148622601,0.117655114,0.058827557,0.058827557
FDI56,7.325,Low Fat,0.093765794,Fruits and Vegetables,90.3146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.0774,FOOD,4,1957.0,0.1039355985,0.9021528268776938,4.514310687193081,0.68683444105,29.3,8.4684201787924,0.187531588,0.281297382,0.187531588
DRL11,10.5,Low Fat,0.048092816,Hard Drinks,159.2946,OUT049,1999,Medium,Tier 1,Supermarket Type1,1893.5352,Drinks,14,2002.0,0.0480433672,1.0010292534200225,5.077013372210913,0.504974568,147.0,7.660925887593599,0.096185632,0.048092816,0.048092816
FDQ08,15.7,Regular,0.018968743,Fruits and Vegetables,61.9536,OUT045,2002,Small,Tier 2,Supermarket Type1,1225.072,FOOD,11,2005.0,0.022790301571428574,0.8323164544597544,4.142397947099809,0.2978092651,172.7,1.1751819163248,0.018968743,0.037937486,0.018968743
FDW20,20.75,Low Fat,0.024032484,Fruits and Vegetables,124.973,OUT027,1985,Medium,Tier 3,Supermarket Type3,2463.46,FOOD,28,1993.0,0.028181967750000002,0.85276103546744,4.836067598274728,0.498674043,581.0,3.003411622932,0.048064968,0.072097452,0.072097452
FDW46,13.0,Regular,0.070444232,Snack Foods,63.4484,OUT045,2002,Small,Tier 2,Supermarket Type1,1043.9744,FOOD,11,1967.0,0.07922537166666667,0.8891625311192922,4.165864903630958,0.915775016,143.0,4.4695738096288,0.070444232,0.140888464,0.070444232
FDO09,13.5,Regular,0.125469442,Snack Foods,264.491,OUT049,1999,Medium,Tier 1,Supermarket Type1,6574.775,FOOD,14,2004.0,0.1252222598,1.001973947766114,5.581580941802348,1.6938374669999998,189.0,33.18553818402199,0.250938884,0.125469442,0.125469442
DRJ49,6.865,Low Fat,0.01405025,Soft Drinks,128.9652,OUT018,2009,Medium,Tier 3,Supermarket Type2,1679.1476,Drinks,4,1964.0,0.014033719,1.0011779486250223,4.867266722311909,0.09645496625000001,27.46,1.8119933013000002,0.0281005,0.04215075,0.0281005
FDP26,7.785,Low Fat,0.139436695,Dairy,103.0306,OUT013,1987,High,Tier 3,Supermarket Type1,2404.2038,FOOD,26,1987.0,0.15714037840800002,0.8873384193969923,4.64468508663322,1.085514670575,202.41,14.366246347867001,0.418310085,0.418310085,0.139436695
FDO19,17.7,Regular,0.016593506,Fruits and Vegetables,46.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,972.068,FOOD,9,1994.0,0.017998205375000003,0.9219533644753733,3.8691864831086784,0.2937050562,159.29999999999998,0.7782918493204,0.016593506,0.033187012,0.016593506
NCG43,20.2,Low Fat,0.124261614,Household,93.6462,OUT010,1998,Small,Tier 3,Grocery Store,277.6386,Non-Consumable,15,1970.0,0.09187246366666667,1.3525447020866692,4.550145728936018,2.5100846028,303.0,11.6366279569668,0.124261614,0.372784842,0.0
FDG02,7.855,Low Fat,0.011261165,Canned,189.5188,OUT046,1997,Small,Tier 1,Supermarket Type1,1904.188,FOOD,16,2011.0,0.0129633086,0.8686952804625818,5.249750877361491,0.08845645107500001,125.68,2.134202477402,0.011261165,0.011261165,0.011261165
FDO32,6.36,Low Fat,0.120520818,Fruits and Vegetables,45.906,OUT035,2004,Small,Tier 2,Supermarket Type1,419.454,FOOD,9,1981.0,0.120655851375,0.9988808385713486,3.8481455990393854,0.7665124024800001,57.24,5.532628671108,0.120520818,0.241041636,0.120520818
FDR34,17.0,Regular,0.015965308,Snack Foods,229.4352,OUT046,1997,Small,Tier 1,Supermarket Type1,4809.7392,FOOD,16,1979.0,0.016007816799999998,0.9973444973458219,5.439969694930178,0.271410236,272.0,3.6630036340416003,0.015965308,0.015965308,0.015965308
FDU59,5.78,Low Fat,0.096386227,Breads,163.5552,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.0072,FOOD,16,1954.0,0.09628694925,1.0010310613304638,5.103246076227017,0.5571123920600001,92.48,15.764468634230402,0.096386227,0.096386227,0.096386227
FDN31,11.5,Low Fat,0.073029341,Fruits and Vegetables,187.953,OUT045,2002,Small,Tier 2,Supermarket Type1,2656.542,FOOD,11,1982.0,0.072931652,1.0013394595805947,5.241498306885651,0.8398374215,126.5,13.726083728973,0.073029341,0.146058682,0.073029341
FDT55,13.6,Regular,0.043443753,Fruits and Vegetables,158.1946,OUT027,1985,Medium,Tier 3,Supermarket Type3,6942.9624,FOOD,28,1958.0,0.04834927914285714,0.8985398287249986,5.070127353237011,0.5908350408,380.8,6.872567128333801,0.086887506,0.130331259,0.130331259
FDE08,18.2,Low Fat,0.049520593,Fruits and Vegetables,147.3734,OUT018,2009,Medium,Tier 3,Supermarket Type2,2375.5744,FOOD,4,2005.0,0.063380251,0.7813252901128461,4.999732069383906,0.9012747926,72.8,7.2980181604262,0.099041186,0.148561779,0.099041186
FDK52,18.25,Low Fat,0.079152918,Frozen Foods,223.8062,OUT013,1987,High,Tier 3,Supermarket Type1,4288.4178,FOOD,26,1961.0,0.09261763125,0.8546204100852558,5.415238697710387,1.4445407535,474.5,17.7149137964916,0.237458754,0.237458754,0.079152918
FDW11,12.6,Low Fat,0.048741487,Breads,60.4194,OUT013,1987,High,Tier 3,Supermarket Type1,990.7104,FOOD,26,2002.0,0.0488368158,0.9980480136053423,4.117725746160012,0.6141427361999999,327.59999999999997,2.9449313996478,0.146224461,0.146224461,0.048741487
FDC03,8.575,Regular,0.071958197,Dairy,195.3794,OUT049,1999,Medium,Tier 1,Supermarket Type1,3511.4292,FOOD,14,2010.0,0.071957675,1.0000072542643992,5.2800485024355295,0.6170415392749999,120.04999999999998,14.0591493549418,0.143916394,0.071958197,0.071958197
FDR43,18.2,Low Fat,0.162147349,Fruits and Vegetables,37.719,OUT018,2009,Medium,Tier 3,Supermarket Type2,549.285,FOOD,4,1970.0,0.16962061338,0.9559412961014491,3.656330435628587,2.9510817518,72.8,6.116035856931,0.324294698,0.486442047,0.324294698
FDL14,8.115,Regular,0.05382735,Canned,155.2972,OUT010,1998,Small,Tier 3,Grocery Store,311.5944,FOOD,15,1999.0,0.037586966750000006,1.432074856106871,5.051759322999534,0.43680894525,121.72500000000001,8.35923673842,0.05382735,0.16148205000000002,0.0
FDP39,12.65,Low Fat,0.069565759,Meat,52.4324,OUT045,2002,Small,Tier 2,Supermarket Type1,571.2564,FOOD,11,1974.0,0.08363859500000001,0.8317423194399667,3.978417303545935,0.8800068513500001,139.15,3.6474997021916002,0.069565759,0.139131518,0.069565759
FDG29,17.6,Low Fat,0.056019324,Frozen Foods,40.0454,OUT027,1985,Medium,Tier 3,Supermarket Type3,419.454,FOOD,28,1984.0,0.05630456066666667,0.9949340397422631,3.7146787711541323,0.9859401024000001,492.80000000000007,2.2433162373096,0.112038648,0.168057972,0.168057972
DRH15,8.775,Low Fat,0.109911272,Dairy,41.9428,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998,Drinks,16,1998.0,0.137570242,0.7989465628765848,3.759868997590686,0.9644714118000001,140.4,4.6099864992416,0.109911272,0.109911272,0.109911272
FDT11,5.94,Regular,0.029366813,Breads,187.7556,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,FOOD,9,2002.0,0.032693859666666665,0.8982363446656991,5.240453056563194,0.17443886922000001,53.46,5.513783594902799,0.029366813,0.058733626,0.029366813
FDU48,18.85,Low Fat,0.055347985,Baking Goods,131.5284,OUT035,2004,Small,Tier 2,Supermarket Type1,1581.9408,FOOD,9,1965.0,0.06789275566666667,0.8152266682434018,4.886796962081464,1.0433095172500002,169.65,7.279831910274001,0.055347985,0.11069597,0.055347985
FDY12,9.8,Regular,0.16463882975,Baking Goods,49.2008,OUT013,1987,High,Tier 3,Supermarket Type1,657.8104,FOOD,26,2001.0,0.16281779255800002,1.0111845097724885,3.916030962825683,1.6134605315500001,254.8,8.1003621347638,0.49391648925,0.49391648925,0.16463882975
FDS44,12.65,Regular,0.156926608,Fruits and Vegetables,238.3538,OUT017,2007,Small,Tier 2,Supermarket Type1,5528.1374,FOOD,6,1969.0,0.16791232167333336,0.9345747020596521,5.477942792044222,1.9851215912,75.9,37.4040533379104,0.156926608,0.313853216,0.156926608
NCP06,20.7,Low Fat,0.039405676,Household,149.8366,OUT018,2009,Medium,Tier 3,Supermarket Type2,2267.049,Non-Consumable,4,2007.0,0.043058524285714286,0.915165502155256,5.0161971316959155,0.8156974932,82.8,5.9044125125416,0.078811352,0.118217028,0.078811352
DRH23,14.65,Low Fat,0.170176516,Hard Drinks,55.2614,OUT013,1987,High,Tier 3,Supermarket Type1,718.3982,Drinks,26,1990.0,0.18819049190800002,0.9042779700219581,4.030008687217082,2.4930859594,380.90000000000003,9.4041925212824,0.510529548,0.510529548,0.170176516
FDA16,6.695,Low Fat,0.033777629,Frozen Foods,222.8456,OUT027,1985,Medium,Tier 3,Supermarket Type3,7073.4592,FOOD,28,1997.0,0.033931155000000005,0.9954753676967377,5.410956528474136,0.22614122615500004,187.46,7.527196001082401,0.067555258,0.10133288700000001,0.10133288700000001
FDT45,15.85,Low Fat,0.057546914,Snack Foods,55.8956,OUT018,2009,Medium,Tier 3,Supermarket Type2,491.3604,FOOD,4,1968.0,0.05738765433333333,1.0027751555367923,4.041218009495522,0.9121185868999999,63.4,3.2166192861783998,0.115093828,0.17264074199999999,0.115093828
FDE56,17.25,Regular,0.160095901,Fruits and Vegetables,61.5194,OUT017,2007,Small,Tier 2,Supermarket Type1,1052.6298,FOOD,6,1957.0,0.17598365251000003,0.9097202991107528,4.135476908578243,2.7616542922500003,103.5,9.849003771979401,0.160095901,0.320191802,0.160095901
FDA40,16.0,Regular,0.099832728,Frozen Foods,87.4856,OUT017,2007,Small,Tier 2,Supermarket Type1,263.6568,FOOD,6,1973.0,0.0993941046,1.0044129719943167,4.482839826910466,1.597323648,96.0,8.7339261087168,0.099832728,0.199665456,0.099832728
FDA39,6.32,Low Fat,0.012717946,Meat,40.2822,OUT046,1997,Small,Tier 1,Supermarket Type1,628.5152,FOOD,16,1974.0,0.013952322428571428,0.9115289633757543,3.7204314143268453,0.08037741872000001,101.12,0.5123068443612001,0.012717946,0.012717946,0.012717946
NCB19,6.525,Low Fat,0.090278634,Household,86.7882,OUT035,2004,Small,Tier 2,Supermarket Type1,1975.4286,Non-Consumable,9,1994.0,0.10162857799999998,0.8883193662318094,4.474927095253719,0.58906808685,58.725,7.8351201433188,0.090278634,0.180557268,0.090278634
FDZ34,6.695,Low Fat,0.075871345,Starchy Foods,191.882,OUT013,1987,High,Tier 3,Supermarket Type1,3861.64,FOOD,26,1979.0,0.07587134499999999,1.0000000000000002,5.2620786029605915,0.507958654775,174.07,14.558345421290001,0.22761403500000002,0.22761403500000002,0.075871345
FDV22,14.85,Regular,0.009958941,Snack Foods,157.963,OUT045,2002,Small,Tier 2,Supermarket Type1,2816.334,FOOD,11,1991.0,0.011075575499999999,0.8991804534220368,5.068671470737845,0.14789027385,163.35,1.573144197183,0.009958941,0.019917882,0.009958941
FDO40,17.1,Low Fat,0.032678839,Frozen Foods,150.7392,OUT049,1999,Medium,Tier 1,Supermarket Type1,3131.9232,FOOD,14,1973.0,0.03632725316666666,0.8995681245172042,5.02216325771994,0.5588081469,239.40000000000003,4.925982047788801,0.065357678,0.032678839,0.032678839
FDD21,10.3,Regular,0.03061079775,Fruits and Vegetables,115.0176,OUT013,1987,High,Tier 3,Supermarket Type1,4122.6336,FOOD,26,1992.0,0.03061079775,1.0,4.753741903735353,0.31529121682500005,267.8,3.5207804912904,0.09183239325,0.09183239325,0.03061079775
FDO36,19.7,Low Fat,0.077849003,Baking Goods,179.166,OUT013,1987,High,Tier 3,Supermarket Type1,3056.022,FOOD,26,1977.0,0.08954734119999999,0.8693614121510065,5.193878648126787,1.5336253591,512.1999999999999,13.947894471498,0.233547009,0.233547009,0.077849003
FDV34,10.695,Regular,0.011443222,Snack Foods,73.5038,OUT049,1999,Medium,Tier 1,Supermarket Type1,1478.076,FOOD,14,1979.0,0.0129807352,0.8815542281457217,4.310850130796125,0.12238525928999999,149.73000000000002,0.8411203012435999,0.022886444,0.011443222,0.011443222
NCY18,7.285,Low Fat,0.031214809,Household,177.1054,OUT045,2002,Small,Tier 2,Supermarket Type1,2626.581,Non-Consumable,11,1995.0,0.033509617444444445,0.9315179157670479,5.182375509880892,0.227399883565,80.135,5.5283112338686005,0.031214809,0.062429618,0.031214809
NCM54,17.7,Low Fat,0.051146565,Household,127.3678,OUT018,2009,Medium,Tier 3,Supermarket Type2,3306.3628,Non-Consumable,4,1959.0,0.058570554,0.8732470756551151,4.854899580989396,0.9052942005,70.8,6.514425461607,0.10229313,0.153439695,0.10229313
FDB59,18.25,Low Fat,0.015302653,Snack Foods,198.0084,OUT049,1999,Medium,Tier 1,Supermarket Type1,793.6336,FOOD,14,1954.0,0.0152874972,1.0009913853001393,5.293347034888908,0.27927341725,255.5,3.0300538362852,0.030605306,0.015302653,0.015302653
FDS45,5.175,Regular,0.04937018,Snack Foods,106.7622,OUT010,1998,Small,Tier 3,Grocery Store,211.7244,FOOD,15,1968.0,0.03554432128571428,1.3889751784300495,4.679926947632389,0.2554906815,77.625,5.270869031196001,0.04937018,0.14811054,0.0
FDV24,5.635,Low Fat,0.12667717266666667,Baking Goods,148.705,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44,FOOD,14,1989.0,0.12667717266666667,1.0,5.0086666910014115,0.7138258679766667,78.89,18.837528961396668,0.25335434533333334,0.12667717266666667,0.12667717266666667
FDD46,6.035,Low Fat,0.2262488690400001,Snack Foods,155.5998,OUT010,1998,Small,Tier 3,Grocery Store,153.7998,FOOD,15,1967.0,0.16953771251333336,1.3345046697041325,5.053693506416679,1.3654119246564007,90.525,35.20427877285021,0.2262488690400001,0.6787466071200003,0.0
FDQ39,14.8,Low Fat,0.081372267,Meat,191.4846,OUT018,2009,Medium,Tier 3,Supermarket Type2,3057.3536,FOOD,4,1974.0,0.08887334928571429,0.9155980690949381,5.260016150527668,1.2043095516,59.2,15.5815359975882,0.162744534,0.244116801,0.162744534
FDD52,18.25,Regular,0.18329488,Dairy,111.657,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998,FOOD,16,1961.0,0.1832876853333333,1.0000392534100346,4.724347804317412,3.34513156,292.0,20.466156416159997,0.18329488,0.18329488,0.18329488
FDL39,16.1,Regular,0.06358934,Dairy,179.4318,OUT018,2009,Medium,Tier 3,Supermarket Type2,360.8636,FOOD,4,1974.0,0.06338857366666667,1.0031672322268848,5.195352867038489,1.023788374,64.4,11.409949737011999,0.12717868,0.19076801999999998,0.12717868
FDV02,16.75,Low Fat,0.060792265,Dairy,170.4106,OUT018,2009,Medium,Tier 3,Supermarket Type2,513.3318,FOOD,4,2011.0,0.06056962340000001,1.0036757963398528,5.144061847892047,1.01827043875,67.0,10.359646354009,0.12158453,0.18237679499999998,0.12158453
FDE11,17.7,Regular,0.16717269950000002,Starchy Foods,184.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,4257.1252,FOOD,16,2002.0,0.16588685688000002,1.0077513230655166,5.222474659842782,2.9589567811500004,283.2,30.825375275283804,0.16717269950000002,0.16717269950000002,0.16717269950000002
NCU54,8.88,Low Fat,0.098775709,Household,208.927,OUT049,1999,Medium,Tier 1,Supermarket Type1,7130.718,Non-Consumable,14,1959.0,0.10982032816666666,0.8994301023221766,5.346759851236343,0.8771282959200001,124.32000000000001,20.636912554243,0.197551418,0.098775709,0.098775709
FDR43,18.2,Low Fat,0.2262488690400001,Fruits and Vegetables,38.319,OUT010,1998,Small,Tier 3,Grocery Store,109.857,FOOD,15,1970.0,0.16962061338,1.3338524400518241,3.671707862605609,4.117729416528002,273.0,8.669630412743764,0.2262488690400001,0.6787466071200003,0.0
FDD51,11.15,Low Fat,0.119852889,Dairy,44.9744,OUT013,1987,High,Tier 3,Supermarket Type1,498.0184,FOOD,26,1962.0,0.1378631344,0.8693614106600496,3.828084719834263,1.3363597123500002,289.90000000000003,5.390311771041601,0.359558667,0.359558667,0.119852889
FDO60,20.0,Low Fat,0.034563936,Baking Goods,45.3086,OUT017,2007,Small,Tier 2,Supermarket Type1,490.6946,FOOD,6,1953.0,0.03822800916666667,0.9041521322574759,3.8353276889840844,0.6912787200000001,120.0,1.5660435506496,0.034563936,0.069127872,0.034563936
NCS06,7.935,Low Fat,0.031710329,Household,263.091,OUT013,1987,High,Tier 3,Supermarket Type1,5522.811,Non-Consumable,26,2007.0,0.03570969683333333,0.8880033103613441,5.576293740721661,0.251621460615,206.31,8.342702166939,0.095130987,0.095130987,0.031710329
FDX50,20.1,Low Fat,0.074778547,Dairy,110.7228,OUT045,2002,Small,Tier 2,Supermarket Type1,1657.842,FOOD,11,1963.0,0.080967613875,0.9235612045508116,4.716020803419554,1.5030487947000002,221.10000000000002,8.2796901037716,0.074778547,0.149557094,0.074778547
FDQ55,13.65,Regular,0.013035609,Fruits and Vegetables,114.7834,OUT035,2004,Small,Tier 2,Supermarket Type1,3455.502,FOOD,9,1958.0,0.013041562,0.9995435362727256,4.7517212042587245,0.17793606285,122.85000000000001,1.4962715220906,0.013035609,0.026071218,0.013035609
FDL52,6.635,Regular,0.046277956,Frozen Foods,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,75.9012,FOOD,4,1961.0,0.057071605000000004,0.8108753205731641,3.6310013696084598,0.30705423806,26.54,1.7007426497736,0.092555912,0.138833868,0.092555912
FDK52,18.25,Low Fat,0.0793795,Frozen Foods,226.1062,OUT045,2002,Small,Tier 2,Supermarket Type1,6771.186,FOOD,11,1961.0,0.09261763125,0.8570668341293819,5.425417749487423,1.4486758750000002,200.75,17.9481971029,0.0793795,0.158759,0.0793795
